Date of Sale,Product ID,Product Name,Category,Quantity Sold,Unit Price,Total Sales Value,Cost of Goods Sold (COGS),Gross Profit,Sales Channel,Customer ID,Customer Name,Customer City,Customer State,Customer Country,Payment Method,Discount Applied,Tax Amount,Shipping Cost,Return Status,Sales Representative ID,Sales Representative Name,Region,Quarter,Notes/Comments
2024-05-12,P7064,Fiction,Books,9,608.55,5476.95,4270.96,1205.99,Wholesale,C65567,Robert Acosta,New Ryan,Alaska,Albania,PayPal,273.85,547.7,12.11,Not Returned,S959,Cheryl Moore DVM,East,Q2,Food scientist side study color night important question.
2024-05-01,P5135,Toaster,Home & Kitchen,5,898.02,4490.1,1887.73,2602.37,Online,C92419,Laura Gutierrez,Thomasfurt,Oklahoma,Belarus,PayPal,0.0,449.01,17.64,Not Returned,S275,Stephanie Chandler,South,Q2,Ability hair short perform part structure task on.
2024-10-26,P2618,Smartwatch,Electronics,8,193.54,1548.32,983.46,564.86,Wholesale,C88041,James House,West Kennethberg,Michigan,Indonesia,Credit Card,232.25,154.83,5.8,Not Returned,S675,Keith Pineda,South,Q4,Deal call player explain well.
2024-10-22,P9842,Comics,Books,9,554.34,4989.06,2599.01,2390.05,Wholesale,C23014,Darrell Ortega,North Tonyaburgh,Vermont,Iraq,PayPal,0.0,498.91,6.73,Not Returned,S303,Gary Aguirre,West,Q4,Yet similar can prove.
2024-07-21,P4726,Doll,Toys,2,664.0,1328.0,716.09,611.91,Wholesale,C13671,Judy Terrell,New Kevin,Maine,Slovenia,Bank Transfer,0.0,132.8,4.52,Not Returned,S448,Tonya Collins MD,South,Q3,Mrs physical new near candidate baby media.
2024-12-04,P2752,Vacuum Cleaner,Home & Kitchen,8,305.8,2446.4,1089.18,1357.22,Wholesale,C11373,Sarah Harris,Reynoldsville,Washington,Faroe Islands,Credit Card,366.96,244.64,0.72,Not Returned,S902,Brandon Watkins,West,Q4,General late quality our mean.
2024-03-28,P3497,Lego Set,Toys,3,843.3,2529.9,1179.89,1350.01,Retail,C36228,Tyler Chang,New Angelbury,New Jersey,Vanuatu,Bank Transfer,0.0,252.99,6.71,Not Returned,S367,James Hancock,West,Q1,Respond entire fall.
2024-01-03,P9958,Headphones,Electronics,2,595.1,1190.2,785.94,404.26,Online,C93210,Suzanne Garcia,West Michael,Montana,Latvia,Credit Card,119.02,119.02,4.16,Not Returned,S839,John Hodge,East,Q1,Start admit sea style feel to.
2024-05-06,P2827,Lego Set,Toys,4,124.31,497.24,236.07,261.17,Retail,C60642,Alicia Rodriguez,Dianabury,Washington,Benin,Bank Transfer,0.0,49.72,1.31,Not Returned,S467,Kenneth Velazquez,North,Q2,Pull force ground across outside skin.
2024-08-19,P2695,Smartphone,Electronics,6,309.19,1855.14,1000.61,854.53,Online,C62655,Stephanie Duncan,New Codyview,Kentucky,Jamaica,PayPal,185.51,185.51,2.5,Not Returned,S903,Melissa Zuniga,South,Q3,Back economy artist while nation Congress suddenly.
2024-01-11,P5233,Fiction,Books,1,133.52,133.52,94.39,39.13,Retail,C28720,Daniel Ross,Parkhaven,New York,Singapore,Bank Transfer,13.35,13.35,2.63,Not Returned,S432,Jonathan Figueroa,West,Q1,Music field note.
2024-08-21,P1670,Board Game,Toys,8,357.45,2859.6,1479.52,1380.08,Retail,C23804,Matthew Williams,Lake Lawrence,Mississippi,Israel,Bank Transfer,0.0,285.96,17.4,Not Returned,S754,Joseph Murphy,East,Q3,Middle beyond college myself six manage.
2024-05-25,P9702,Biography,Books,7,296.55,2075.85,1495.9,579.95,Wholesale,C41147,Mariah Clark,North Tami,Nevada,Tuvalu,PayPal,311.38,207.59,14.38,Not Returned,S168,Amanda Martin,South,Q2,Rich use security.
2024-10-16,P7978,Lego Set,Toys,6,696.51,4179.06,2219.97,1959.09,Wholesale,C99226,Kathleen Jensen,Lake Ericaburgh,Kentucky,Antarctica (the territory South of 60 deg S),Credit Card,208.95,417.91,5.57,Not Returned,S877,David Marshall,South,Q4,Apply reflect care both total when low.
2024-01-16,P7417,Blender,Home & Kitchen,9,442.5,3982.5,2974.17,1008.33,Retail,C55093,Mr. Joshua Powers PhD,Howardshire,Vermont,Heard Island and McDonald Islands,PayPal,398.25,398.25,10.47,Not Returned,S146,John Stewart,South,Q1,Collection late major cause series many.
2024-02-19,P4663,Lego Set,Toys,10,368.31,3683.1,2326.45,1356.65,Online,C46100,Marissa Hall,Lake Joshua,Oregon,Kiribati,Bank Transfer,368.31,368.31,11.41,Not Returned,S455,Daniel Villanueva,East,Q1,Size meet since walk human scene.
2024-05-22,P3512,Non-fiction,Books,4,897.53,3590.12,1792.74,1797.38,Online,C88676,Cheryl Walls,West Susanborough,Idaho,Paraguay,Credit Card,359.01,359.01,4.87,Not Returned,S865,Sarah Estrada,North,Q2,Save million my leave meet.
2024-02-23,P2138,Toaster,Home & Kitchen,10,618.91,6189.1,4776.56,1412.54,Wholesale,C44862,Tammy Jordan,Tinaport,Montana,Korea,Credit Card,618.91,618.91,12.03,Not Returned,S530,Erin Perry,North,Q1,Attack along reality teach allow.
2024-04-09,P2737,Biography,Books,9,269.9,2429.1,984.31,1444.79,Retail,C95643,Calvin Ellis,Port Pattyside,Florida,Belgium,PayPal,242.91,242.91,17.63,Not Returned,S750,Justin Leach,West,Q2,Catch protect administration sound forget.
2024-10-25,P3665,Doll,Toys,9,221.75,1995.75,1513.18,482.57,Online,C77021,Samuel Webb,Port Gregoryland,Kentucky,Equatorial Guinea,PayPal,199.58,199.58,7.77,Not Returned,S527,Michael Gomez DDS,West,Q4,Figure red board whose season.
2024-03-20,P9378,Laptop,Electronics,6,940.2,5641.2,4132.03,1509.17,Online,C69143,Stephanie Zimmerman,Teresaburgh,New Jersey,Greenland,Credit Card,564.12,564.12,14.42,Not Returned,S927,Meagan Parks,South,Q1,Explain pull recent simple.
2024-01-20,P8050,Lego Set,Toys,4,884.41,3537.64,2080.12,1457.52,Online,C80703,Angela Sutton,Russellborough,Colorado,Thailand,PayPal,353.76,353.76,14.88,Returned,S549,Mariah Brown,West,Q1,Social no last statement.
2024-05-20,P3328,Microwave,Home & Kitchen,7,104.74,733.18,356.49,376.69,Wholesale,C10109,Daniel Ortiz,Jenniferville,South Carolina,Sri Lanka,Bank Transfer,0.0,73.32,10.77,Not Returned,S434,Chelsea Burgess,East,Q2,Campaign north fight pay.
2024-01-16,P3627,Biography,Books,3,492.18,1476.54,652.57,823.97,Wholesale,C49323,Linda Ayala,South Stephenview,Texas,El Salvador,Bank Transfer,221.48,147.65,15.51,Not Returned,S414,Jessica Chan,South,Q1,Child drive which board support.
2024-02-08,P5101,Non-fiction,Books,8,27.15,217.2,101.23,115.97,Online,C76258,Sandra Jones,Port Martinland,Alaska,Pakistan,PayPal,21.72,21.72,9.86,Not Returned,S823,Jeff Waller,East,Q1,Appear can behind door.
2024-01-15,P3099,Action Figure,Toys,3,106.02,318.06,191.23,126.83,Wholesale,C15366,Albert Jones,Kennethview,Oklahoma,Indonesia,PayPal,15.9,31.81,5.36,Not Returned,S507,Julia Gonzalez,North,Q1,Do down act two difference paper something popular.
2024-07-16,P6391,Blender,Home & Kitchen,8,719.54,5756.32,4032.73,1723.59,Retail,C94855,Claudia Smith,West Kristi,Kentucky,Azerbaijan,Bank Transfer,0.0,575.63,12.98,Not Returned,S435,Trevor Simon,East,Q3,Far point write.
2024-06-11,P1737,Board Game,Toys,6,603.77,3622.62,2394.1,1228.52,Wholesale,C89137,Theresa Kramer,Wilsonchester,Indiana,Guyana,PayPal,362.26,362.26,9.97,Not Returned,S415,Kevin Mills,South,Q2,Company blood sell finally discussion result.
2024-12-27,P9888,Non-fiction,Books,7,219.42,1535.94,1080.99,454.95,Wholesale,C60336,Michael Dean,Tannerhaven,Nebraska,Taiwan,Credit Card,153.59,153.59,6.48,Not Returned,S288,Jacob Jackson,South,Q4,Brother over line happy.
2024-01-31,P9525,Smartphone,Electronics,6,693.64,4161.84,2012.49,2149.35,Retail,C37674,Victoria Coffey,East Jacqueline,Georgia,Seychelles,Bank Transfer,624.28,416.18,8.18,Returned,S441,William Miller,South,Q1,Democrat scene customer according give strategy safe reach.
2024-05-13,P9868,Non-fiction,Books,2,512.24,1024.48,567.76,456.72,Wholesale,C42948,Kenneth Mckay,Smithberg,New Hampshire,French Polynesia,Bank Transfer,0.0,102.45,3.75,Not Returned,S266,Kimberly Colon,South,Q2,Successful produce some image leave he source.
2024-07-15,P8447,Smartwatch,Electronics,3,883.81,2651.43,1244.55,1406.88,Retail,C39681,Kelly Lane,Jessicaville,Pennsylvania,Eritrea,PayPal,0.0,265.14,5.43,Returned,S741,Chad Bryant,North,Q3,Thousand over generation western watch.
2024-04-28,P6129,Laptop,Electronics,5,898.81,4494.05,3166.95,1327.1,Retail,C91856,Harry Smith,New Jasonview,Maine,Tanzania,Credit Card,0.0,449.41,17.77,Not Returned,S162,Christopher Mcdonald,South,Q2,Quickly together cold see provide network ten.
2024-12-11,P3295,Doll,Toys,8,752.16,6017.28,2923.24,3094.04,Wholesale,C19118,Chelsey Nichols DDS,Austinview,Rhode Island,Norfolk Island,Bank Transfer,300.86,601.73,4.56,Not Returned,S666,Martin Martinez,East,Q4,Couple nothing leader energy fact so.
2024-11-30,P4620,Jeans,Clothing,5,255.26,1276.3,553.6,722.7,Online,C27567,Joseph Waller,New Charles,South Dakota,Denmark,PayPal,63.81,127.63,17.93,Not Returned,S646,Heather Goodwin,South,Q4,Once because top carry window.
2024-05-26,P5947,Biography,Books,10,632.7,6327.0,4437.62,1889.38,Retail,C76587,William Hurst,New Andrewchester,Wyoming,Albania,PayPal,0.0,632.7,6.59,Not Returned,S338,Joshua Callahan,South,Q2,Current major staff science car argue.
2024-03-04,P9362,Biography,Books,10,332.69,3326.9,2188.59,1138.31,Wholesale,C89035,David White,New Lisabury,North Dakota,Guernsey,Credit Card,166.35,332.69,16.73,Not Returned,S934,Kiara Christensen,South,Q1,Plant music crime power determine factor must.
2024-11-01,P6654,Laptop,Electronics,3,541.06,1623.18,1038.21,584.97,Retail,C43243,Gloria Brown,Lake Ashley,Kansas,Western Sahara,PayPal,162.32,162.32,18.64,Not Returned,S179,Charles Brown,West,Q4,Difference who around house.
2024-01-04,P6543,Headphones,Electronics,2,983.15,1966.3,821.31,1144.99,Wholesale,C95752,Paul Kaufman DDS,Johnsonburgh,Tennessee,Estonia,PayPal,98.31,196.63,11.3,Not Returned,S153,Michelle Thompson,West,Q1,Remain successful in understand wall memory condition parent.
2024-04-16,P7893,Microwave,Home & Kitchen,5,24.21,121.05,60.51,60.54,Wholesale,C30132,David Wu,West Chadton,North Carolina,Samoa,Credit Card,0.0,12.11,11.26,Not Returned,S911,Lori Hernandez,East,Q2,But summer community serious source space successful.
2024-12-19,P7128,Vacuum Cleaner,Home & Kitchen,7,320.68,2244.76,1149.77,1094.99,Wholesale,C90786,Jennifer White,Catherineberg,South Carolina,Ukraine,PayPal,224.48,224.48,7.71,Returned,S173,Melissa Powers,North,Q4,Three about set science size whose list quality.
2024-02-10,P4870,Microwave,Home & Kitchen,5,749.85,3749.25,1506.5,2242.75,Wholesale,C19761,Jennifer Brown,Port Kevinfurt,Arkansas,Oman,Bank Transfer,187.46,374.93,18.83,Not Returned,S399,Susan Jackson,East,Q1,They thought already citizen perhaps.
2024-05-21,P5002,Vacuum Cleaner,Home & Kitchen,1,266.74,266.74,111.96,154.78,Online,C45805,Scott Wilson,West Sean,Minnesota,Tunisia,Bank Transfer,0.0,26.67,4.65,Not Returned,S974,Mark Soto,East,Q2,Item writer when similar special about above rise.
2024-11-03,P6413,Laptop,Electronics,8,340.29,2722.32,1387.19,1335.13,Retail,C68387,Allison Mason,East Jasmineview,Massachusetts,Heard Island and McDonald Islands,Credit Card,408.35,272.23,10.1,Not Returned,S685,Karen Hamilton,East,Q4,New culture seat level much subject.
2024-01-10,P3460,Blender,Home & Kitchen,8,223.95,1791.6,1382.25,409.35,Online,C14332,Shari Alexander,New Leslie,New Mexico,Thailand,PayPal,179.16,179.16,18.74,Not Returned,S982,Dana Martinez,East,Q1,Window want painting relationship administration citizen bank.
2024-09-18,P7590,Action Figure,Toys,8,775.23,6201.84,4529.35,1672.49,Wholesale,C65505,Denise Miller,Lake Anthonyhaven,Maine,Thailand,Bank Transfer,310.09,620.18,9.23,Not Returned,S766,Martin Moore,West,Q3,There never team by unit reflect.
2024-06-09,P5387,Jeans,Clothing,8,794.21,6353.68,4661.4,1692.28,Retail,C27119,Christopher Chapman,Robertsonmouth,Ohio,Saint Helena,Bank Transfer,953.05,635.37,17.84,Returned,S695,April Miller,East,Q2,State list attention training might forward help.
2024-09-23,P3397,Headphones,Electronics,3,626.1,1878.3,1458.46,419.84,Online,C82640,Megan Colon,North Eugene,Pennsylvania,Finland,PayPal,187.83,187.83,3.69,Returned,S147,Kimberly Rodriguez,South,Q3,Congress young politics during heavy other.
2024-06-28,P1522,Board Game,Toys,1,779.31,779.31,557.35,221.96,Retail,C91976,Cynthia Tucker,North Heidifort,New Hampshire,Tajikistan,PayPal,0.0,77.93,8.08,Not Returned,S365,Amy Marshall,North,Q2,In behind baby place wish first.
2024-12-24,P3649,Action Figure,Toys,4,891.7,3566.8,2785.72,781.08,Retail,C18505,Matthew Martinez,Robinsonmouth,New Hampshire,Canada,PayPal,356.68,356.68,16.79,Not Returned,S338,Kenneth Miller,West,Q4,Fall peace want cause statement.
2024-04-12,P4694,Smartphone,Electronics,2,501.03,1002.06,788.04,214.02,Online,C28098,Sandy Jones,West Juliahaven,Michigan,Russian Federation,Bank Transfer,100.21,100.21,10.28,Not Returned,S961,Jesse Simon,South,Q2,On at professor garden.
2024-11-10,P5968,Jeans,Clothing,5,43.11,215.55,165.48,50.07,Wholesale,C40421,Johnny Page,East Karenshire,Tennessee,Cyprus,Credit Card,0.0,21.56,2.73,Not Returned,S397,Jacob Ray,East,Q4,Successful make across meet rate my glass.
2024-08-05,P7515,Comics,Books,6,229.49,1376.94,751.88,625.06,Online,C16966,Joann Crawford,North Aaronmouth,Wyoming,Jordan,PayPal,206.54,137.69,11.28,Returned,S787,Bryan Stephens,South,Q3,Allow girl participant cultural enter camera report.
2024-09-25,P9952,Lego Set,Toys,3,382.34,1147.02,663.43,483.59,Wholesale,C18476,Elizabeth Mason,South Eric,Utah,Solomon Islands,Credit Card,0.0,114.7,14.32,Not Returned,S820,John Morgan,East,Q3,Morning account still hard.
2024-08-28,P5699,T-Shirt,Clothing,10,67.28,672.8,447.5,225.3,Online,C89878,Joseph Mitchell,Lake Sherry,Louisiana,Romania,Bank Transfer,0.0,67.28,0.05,Not Returned,S436,Tiffany Simpson,North,Q3,Different deal buy three.
2024-12-11,P4101,Jacket,Clothing,7,421.6,2951.2,1909.69,1041.51,Online,C21962,James Martinez,West Aaron,Florida,Samoa,Credit Card,147.56,295.12,14.29,Not Returned,S948,Angela Ryan,East,Q4,Over sort world.
2024-08-29,P3869,Shoes,Clothing,5,214.96,1074.8,510.18,564.62,Retail,C52636,Peter Lamb,Lake Deborah,Hawaii,Malta,Credit Card,161.22,107.48,17.75,Returned,S582,Andrea Collins,North,Q3,Wonder writer long surface.
2024-02-14,P7250,Jacket,Clothing,7,38.68,270.76,173.71,97.05,Online,C70146,Bobby Green,Dicksonmouth,Missouri,Suriname,PayPal,0.0,27.08,1.53,Not Returned,S369,Kyle Garcia,East,Q1,Kitchen middle happy try dark.
2024-06-27,P5952,Shoes,Clothing,10,45.61,456.1,245.22,210.88,Wholesale,C56683,Janet Chavez,New Ericmouth,Tennessee,Swaziland,Credit Card,0.0,45.61,7.28,Not Returned,S635,John Arnold,East,Q2,Total thing agency voice my character attention.
2024-04-06,P4532,T-Shirt,Clothing,2,979.1,1958.2,1152.16,806.04,Retail,C40687,Brenda Miller,Port Samuelfurt,Washington,Jersey,PayPal,97.91,195.82,11.72,Not Returned,S778,Mr. Glenn Taylor,East,Q2,Collection process guy special probably.
2024-01-31,P7511,Doll,Toys,5,85.22,426.1,200.67,225.43,Retail,C70861,James Nunez,Howehaven,Texas,South Africa,Credit Card,21.31,42.61,12.65,Not Returned,S990,William Goodman,North,Q1,Region structure thousand build.
2024-12-05,P9094,T-Shirt,Clothing,2,678.91,1357.82,586.45,771.37,Retail,C95608,Scott Walker,Hullmouth,Virginia,Sudan,Bank Transfer,67.89,135.78,12.94,Not Returned,S914,Andrea Mcclain,West,Q4,Land together meet result.
2024-11-30,P1810,Biography,Books,9,368.24,3314.16,1571.72,1742.44,Online,C59851,Melissa Torres,North Allison,New Hampshire,Portugal,Bank Transfer,0.0,331.42,15.2,Not Returned,S630,Zachary Kelly,West,Q4,Bar discussion difficult enjoy build south natural.
2024-05-16,P2212,Headphones,Electronics,3,401.47,1204.41,630.59,573.82,Online,C49424,Richard Garcia,Brownside,New Jersey,Solomon Islands,Credit Card,180.66,120.44,19.85,Returned,S527,Matthew Donovan,South,Q2,Despite pay especially finally.
2024-07-11,P1639,Microwave,Home & Kitchen,7,284.12,1988.84,1507.53,481.31,Retail,C53769,Carrie Brown,New Emily,Michigan,Thailand,Bank Transfer,298.33,198.88,15.28,Not Returned,S843,Don Burton,West,Q3,Human those growth yes item.
2024-10-20,P6499,Microwave,Home & Kitchen,3,415.53,1246.59,947.34,299.25,Retail,C15103,Jessica Duke,Timothyland,Utah,Aruba,Bank Transfer,62.33,124.66,16.59,Not Returned,S928,Jacqueline Pitts,West,Q4,Firm effect green public.
2024-04-14,P7788,Non-fiction,Books,6,103.34,620.04,314.38,305.66,Online,C88002,Joshua Mendez,Port David,Connecticut,Romania,PayPal,31.0,62.0,13.85,Not Returned,S112,Sheri Farmer,North,Q2,Employee participant piece necessary.
2024-04-12,P3995,Board Game,Toys,5,568.1,2840.5,1619.69,1220.81,Wholesale,C55532,Mary Thompson,Robertburgh,Tennessee,New Zealand,Credit Card,284.05,284.05,16.02,Not Returned,S438,Jeffrey Chandler,West,Q2,Learn relate visit.
2024-04-25,P3136,Action Figure,Toys,8,855.86,6846.88,4121.51,2725.37,Online,C54367,Lori Rios,Mclaughlinborough,Florida,Belize,Credit Card,684.69,684.69,4.46,Not Returned,S439,Brenda Wade,West,Q2,Attack you dinner learn.
2024-01-24,P8401,Vacuum Cleaner,Home & Kitchen,9,79.05,711.45,368.2,343.25,Retail,C88166,Deanna Harris,Luiston,Louisiana,Mauritania,PayPal,71.15,71.15,15.12,Not Returned,S937,David Weaver,West,Q1,Agreement sound between.
2024-06-03,P1474,Fiction,Books,6,275.84,1655.04,924.2,730.84,Online,C71920,Destiny Avery,Frederickmouth,Pennsylvania,Guyana,Credit Card,82.75,165.5,7.81,Not Returned,S360,Steven Owens,West,Q2,Piece maybe first eat federal develop.
2024-07-18,P7951,T-Shirt,Clothing,4,261.87,1047.48,540.7,506.78,Retail,C53507,Lindsay Butler,Onealton,Massachusetts,Panama,Credit Card,157.12,104.75,10.89,Not Returned,S442,Courtney Washington,West,Q3,Trade return difficult sister occur walk police.
2024-12-10,P4206,Toaster,Home & Kitchen,3,755.99,2267.97,914.91,1353.06,Retail,C62049,Dawn Gallagher,North Sophiamouth,Nebraska,Mauritius,PayPal,226.8,226.8,1.35,Not Returned,S696,Randy Chang,East,Q4,Arrive show sea girl man single.
2024-05-13,P5974,Blender,Home & Kitchen,1,785.54,785.54,480.86,304.68,Retail,C35521,Christopher Snow,East Kathryn,Missouri,Turkey,PayPal,39.28,78.55,3.21,Not Returned,S176,Travis Waller,East,Q2,Half although act run.
2024-03-03,P1400,Shoes,Clothing,7,930.11,6510.77,3731.0,2779.77,Online,C58322,Nichole Young,Nelsonport,Massachusetts,Turkmenistan,Credit Card,976.62,651.08,4.04,Not Returned,S380,Charles West,West,Q1,Hand during home partner.
2024-08-16,P1230,Smartwatch,Electronics,5,609.32,3046.6,2125.3,921.3,Retail,C38755,Elijah Conway,South Kathleen,Maryland,Guinea-Bissau,PayPal,152.33,304.66,1.11,Not Returned,S987,Carla Lang,South,Q3,Blood environmental get try body begin interview.
2024-12-06,P1612,Action Figure,Toys,10,666.11,6661.1,4167.8,2493.3,Retail,C92512,Todd Peters,Leechester,Maine,Iraq,Credit Card,666.11,666.11,10.97,Not Returned,S892,Darius Fleming,East,Q4,Into system population generation think.
2024-05-30,P4957,Laptop,Electronics,10,782.47,7824.7,6210.55,1614.15,Online,C46944,Kelly Garcia,Batesburgh,Maine,Lao People's Democratic Republic,Credit Card,782.47,782.47,6.37,Not Returned,S140,Keith Bailey,North,Q2,First prepare citizen investment cause.
2024-07-30,P3268,Action Figure,Toys,8,932.55,7460.4,3630.18,3830.22,Wholesale,C77669,Mary Hernandez,West Francisco,Maryland,Solomon Islands,Credit Card,1119.06,746.04,17.05,Not Returned,S843,Nina Huffman MD,South,Q3,Billion financial tree foot whole.
2024-09-04,P7389,Smartwatch,Electronics,9,606.54,5458.86,3046.44,2412.42,Online,C46548,Steven Edwards,Allenton,Kansas,Albania,Credit Card,545.89,545.89,2.82,Not Returned,S349,Karina Roberson,East,Q3,Box significant decision today.
2024-06-03,P9507,Non-fiction,Books,8,534.87,4278.96,2739.06,1539.9,Online,C84145,Melinda Leach,Sarahbury,Louisiana,Anguilla,Credit Card,641.84,427.9,18.08,Not Returned,S241,Anna Francis,South,Q2,Attention out stock go six listen.
2024-06-04,P5208,Doll,Toys,8,164.2,1313.6,876.82,436.78,Wholesale,C59420,Andrew Young,Johnfort,Wyoming,Liberia,Bank Transfer,0.0,131.36,6.78,Not Returned,S236,Richard Harris,South,Q2,But world realize sell act continue choose.
2024-02-05,P2590,Lego Set,Toys,6,571.96,3431.76,1980.41,1451.35,Wholesale,C36681,April Robinson,East Kyle,Kentucky,Netherlands Antilles,Credit Card,514.76,343.18,14.18,Not Returned,S809,Susan Kim,West,Q1,Build have green piece.
2024-05-15,P2604,Jacket,Clothing,1,665.81,665.81,322.46,343.35,Online,C93557,Dawn Finley,Mooreton,Mississippi,Norfolk Island,Credit Card,0.0,66.58,12.81,Not Returned,S123,Catherine Alexander,East,Q2,Must major bit check customer cut.
2024-02-23,P9477,Action Figure,Toys,8,154.7,1237.6,860.19,377.41,Wholesale,C34668,Amy Baker,North Nicolechester,Maryland,Gabon,PayPal,123.76,123.76,3.23,Not Returned,S431,Jessica Torres,West,Q1,True low exist whole.
2024-09-27,P3358,Microwave,Home & Kitchen,9,786.58,7079.22,3311.86,3767.36,Retail,C64992,Samuel Klein,Wallaceton,Hawaii,Korea,Credit Card,353.96,707.92,3.26,Not Returned,S816,Terri Griffin,West,Q3,Under idea manager seek chance ask.
2024-04-08,P6306,Biography,Books,7,57.79,404.53,206.74,197.79,Wholesale,C82032,Matthew Rojas,Jeanettehaven,Tennessee,Faroe Islands,Bank Transfer,0.0,40.45,2.14,Not Returned,S569,Diana Lee,South,Q2,Fast figure himself thus member simply.
2024-01-23,P4420,Jeans,Clothing,5,333.06,1665.3,813.1,852.2,Wholesale,C65196,Timothy Beck,Michelletown,Missouri,Myanmar,PayPal,83.27,166.53,11.61,Returned,S701,Ann Beasley,South,Q1,People short despite easy interesting.
2024-12-31,P2601,Headphones,Electronics,7,462.65,3238.55,1694.33,1544.22,Retail,C52679,Ryan Sims,New Karen,New York,New Zealand,Credit Card,485.78,323.86,9.78,Not Returned,S172,Bradley Andrade,South,Q4,Soldier least safe audience.
2024-12-03,P8648,Non-fiction,Books,6,946.5,5679.0,4014.67,1664.33,Online,C51118,Renee Sanchez,Terrifurt,Washington,Sierra Leone,PayPal,283.95,567.9,2.47,Not Returned,S927,Jennifer Phillips,West,Q4,Note PM all about old over.
2024-03-27,P1741,Toaster,Home & Kitchen,8,503.68,4029.44,2933.45,1095.99,Wholesale,C97117,Miranda Kline,Danielshire,Washington,Dominica,Bank Transfer,402.94,402.94,11.35,Not Returned,S166,Nathan Lyons,North,Q1,Hotel affect family low movie evidence quality animal.
2024-03-31,P8997,Board Game,Toys,3,654.07,1962.21,1435.42,526.79,Wholesale,C41394,Pamela Miller,South Kristin,New Mexico,South Africa,Bank Transfer,98.11,196.22,18.78,Not Returned,S321,Larry Gordon,East,Q1,Drive thus dog.
2024-05-13,P9651,Vacuum Cleaner,Home & Kitchen,10,632.21,6322.1,2546.61,3775.49,Online,C18156,Scott Collins,West Troy,Virginia,Puerto Rico,Bank Transfer,0.0,632.21,16.06,Not Returned,S336,Elizabeth Cunningham,North,Q2,Both whether somebody win card reality work.
2024-08-25,P5030,Fiction,Books,8,692.77,5542.16,3846.41,1695.75,Retail,C17798,Janet Zavala,Connietown,Kentucky,Cambodia,Credit Card,831.32,554.22,2.6,Not Returned,S580,Anthony Newton,North,Q3,Allow low you couple view.
2024-03-12,P8851,Jacket,Clothing,4,617.54,2470.16,1432.51,1037.65,Online,C21042,Jeffrey Leach,Chenmouth,North Dakota,Turkmenistan,Credit Card,247.02,247.02,5.91,Not Returned,S744,Crystal Sullivan,North,Q1,Difference them land behind program.
2024-03-23,P4902,Jeans,Clothing,5,36.77,183.85,118.93,64.92,Retail,C39439,Kathleen Larson,Kelleyside,Oregon,Ghana,Credit Card,27.58,18.39,7.3,Not Returned,S857,Theresa Reynolds,West,Q1,Item purpose image happy memory.
2024-07-22,P1214,Board Game,Toys,6,221.61,1329.66,789.74,539.92,Wholesale,C47801,Gloria Hamilton,Port Patrick,Montana,Myanmar,Bank Transfer,0.0,132.97,6.1,Not Returned,S578,Monique Burns,South,Q3,Statement group candidate nice push any pull.
2024-02-25,P4424,Smartphone,Electronics,8,183.41,1467.28,968.15,499.13,Wholesale,C61611,Joseph Duffy,Rachelfurt,Connecticut,Latvia,Credit Card,73.36,146.73,8.02,Not Returned,S614,Elizabeth Silva,South,Q1,Surface color staff.
2024-11-15,P9597,Jacket,Clothing,1,273.62,273.62,149.5,124.12,Online,C21012,Zachary Brown,Higginsview,Florida,New Zealand,Bank Transfer,0.0,27.36,14.04,Not Returned,S176,Robert Greer,North,Q4,Congress month all tonight.
2024-10-02,P7429,Board Game,Toys,3,873.76,2621.28,1243.92,1377.36,Wholesale,C37460,Charles Weber,Fosterburgh,Massachusetts,United States Minor Outlying Islands,PayPal,393.19,262.13,18.14,Not Returned,S197,Alexandra Black,South,Q4,Sport tonight section simple group.
2024-03-11,P1569,Laptop,Electronics,3,320.76,962.28,579.72,382.56,Online,C48059,Madeline Johnson,Tranhaven,Missouri,Thailand,Credit Card,144.34,96.23,13.27,Not Returned,S249,Kevin Martin,South,Q1,Property report eye unit peace.
2024-01-18,P8562,Board Game,Toys,6,793.38,4760.28,2039.52,2720.76,Retail,C71452,Carlos Moore,Tinaport,Maine,Guinea-Bissau,Bank Transfer,0.0,476.03,3.29,Not Returned,S993,Noah Flores PhD,South,Q1,Church project traditional current.
2024-03-02,P5168,T-Shirt,Clothing,8,977.8,7822.4,3248.67,4573.73,Retail,C66457,Roberta Bowen,Pruittbury,Montana,Dominican Republic,PayPal,1173.36,782.24,8.28,Not Returned,S254,Tracy Dixon,East,Q1,Trade three sound top act good.
2024-09-14,P5790,Headphones,Electronics,6,456.06,2736.36,2034.77,701.59,Wholesale,C28547,Lauren Sanders,North Karen,Michigan,Estonia,Credit Card,273.64,273.64,7.45,Not Returned,S401,Jonathan Carpenter,West,Q3,Top rather knowledge manager despite seven view.
2024-05-22,P9379,Smartphone,Electronics,8,810.4,6483.2,2810.5,3672.7,Retail,C36780,Ariel Rivers,Martinezside,Delaware,Equatorial Guinea,PayPal,648.32,648.32,4.84,Not Returned,S280,Andrew Smith,East,Q2,Tax somebody stay your single card total.
2024-12-07,P6307,Smartwatch,Electronics,2,306.83,613.66,395.84,217.82,Wholesale,C32308,Tracy Fisher,New Charles,Mississippi,Benin,PayPal,0.0,61.37,6.99,Not Returned,S355,David Walker,North,Q4,More sense think gas sport miss fine.
